0.5218,-0.5003,-0.0016,-0.013,-0.1909,-0.3197,-1.5765,-0.004,0.0411,-0.0534,0.0121,-0.0243,0
0.52,-0.5006,-0.0031,-0.0255,-0.1825,-0.3377,-1.5542,-0.0077,0.0822,-0.1058,0.0244,-0.0481,0
0.5183,-0.5008,-0.0046,-0.0375,-0.1748,-0.3543,-1.5329,-0.011,0.1229,-0.1574,0.0368,-0.0713,0
0.5166,-0.5011,-0.0061,-0.0491,-0.1678,-0.3695,-1.5126,-0.0141,0.1632,-0.2083,0.0491,-0.0941,0
0.5149,-0.5013,-0.0076,-0.0602,-0.1613,-0.3836,-1.4932,-0.0168,0.203,-0.2583,0.0613,-0.1166,0
0.5132,-0.5016,-0.009,-0.0709,-0.1553,-0.3968,-1.4745,-0.0194,0.2422,-0.3076,0.0733,-0.1388,0
0.5115,-0.5018,-0.0105,-0.0812,-0.1497,-0.409,-1.4565,-0.0216,0.2807,-0.3563,0.0851,-0.1607,0
0.5099,-0.502,-0.0119,-0.0912,-0.1446,-0.4204,-1.4392,-0.0237,0.3184,-0.4041,0.0966,-0.1823,0
0.5083,-0.5023,-0.0133,-0.1008,-0.1398,-0.4311,-1.4224,-0.0256,0.3554,-0.4513,0.1078,-0.2037,0
0.5068,-0.5025,-0.0146,-0.1101,-0.1354,-0.4411,-1.4063,-0.0273,0.3916,-0.4977,0.1187,-0.2248,0
0.5052,-0.5028,-0.016,-0.1191,-0.1314,-0.4505,-1.3906,-0.0288,0.427,-0.5434,0.1293,-0.2457,0
0.5037,-0.503,-0.0173,-0.1278,-0.1276,-0.4594,-1.3755,-0.0301,0.4617,-0.5884,0.1395,-0.2663,0
0.5023,-0.5033,-0.0186,-0.1362,-0.1241,-0.4677,-1.3609,-0.0313,0.4954,-0.6326,0.1494,-0.2866,0
0.5008,-0.5035,-0.0198,-0.1444,-0.1208,-0.4756,-1.3467,-0.0324,0.5284,-0.676,0.159,-0.3066,0
