0.5214,-0.5004,-0.0019,-0.0156,-0.189,-0.3237,-1.5718,-0.0048,0.0494,-0.0642,0.0145,-0.0293,0
0.5172,-0.501,-0.0055,-0.0448,-0.1702,-0.3642,-1.52,-0.013,0.1478,-0.189,0.0443,-0.0855,0
0.5131,-0.5016,-0.0091,-0.0715,-0.1548,-0.3978,-1.4734,-0.0196,0.2437,-0.3097,0.0738,-0.1397,0
0.5092,-0.5022,-0.0125,-0.096,-0.142,-0.4262,-1.4308,-0.0248,0.336,-0.4266,0.1019,-0.1925,0
0.5054,-0.5028,-0.0159,-0.1186,-0.1313,-0.4504,-1.3915,-0.0288,0.4242,-0.5396,0.1284,-0.2439,0
0.5017,-0.5034,-0.019,-0.1395,-0.1224,-0.4714,-1.3552,-0.0319,0.5079,-0.6487,0.1531,-0.294,0
0.4982,-0.504,-0.0221,-0.1589,-0.115,-0.4896,-1.3213,-0.0342,0.587,-0.7538,0.1759,-0.3426,0
0.4949,-0.5046,-0.025,-0.1769,-0.1089,-0.5055,-1.2897,-0.0358,0.6616,-0.8546,0.1968,-0.3898,0
0.4918,-0.5052,-0.0277,-0.1937,-0.1039,-0.5195,-1.2602,-0.0369,0.7319,-0.9513,0.216,-0.4354,0
0.4888,-0.5061,-0.0303,-0.2095,-0.1018,-0.5295,-1.2329,-0.0374,0.7914,-1.0477,0.2278,-0.4842,0
0.486,-0.5069,-0.0327,-0.2242,-0.1001,-0.5385,-1.2073,-0.0376,0.8481,-1.1392,0.2392,-0.5303,0
0.4834,-0.5079,-0.035,-0.2381,-0.1001,-0.545,-1.1835,-0.0375,0.8975,-1.2285,0.2462,-0.5772,0
0.4809,-0.5087,-0.0372,-0.2511,-0.1001,-0.5512,-1.161,-0.037,0.9456,-1.3125,0.2539,-0.6208,0
0.4786,-0.5095,-0.0393,-0.2633,-0.1001,-0.557,-1.1397,-0.0364,0.9923,-1.3916,0.2622,-0.6614,0
0.4763,-0.5102,-0.0412,-0.2747,-0.1001,-0.5624,-1.1197,-0.0356,1.0376,-1.4659,0.2709,-0.6992,0
0.4742,-0.5108,-0.0431,-0.2855,-0.1001,-0.5675,-1.1009,-0.0346,1.0815,-1.5357,0.2801,-0.7342,0
0.4721,-0.5114,-0.0449,-0.2956,-0.1002,-0.5722,-1.0832,-0.0336,1.1236,-1.6015,0.2892,-0.7671,0
0.4702,-0.5119,-0.0466,-0.3051,-0.1007,-0.5761,-1.0665,-0.0324,1.1629,-1.6639,0.2974,-0.7984,0
0.4684,-0.5125,-0.0482,-0.3141,-0.1016,-0.5794,-1.0509,-0.0312,1.1998,-1.723,0.305,-0.8282,0
0.4667,-0.513,-0.0496,-0.3226,-0.1028,-0.582,-1.0362,-0.0299,1.2344,-1.7791,0.3119,-0.8565,0
0.4651,-0.5135,-0.0511,-0.3306,-0.1042,-0.5842,-1.0225,-0.0286,1.2668,-1.8321,0.3181,-0.8835,0
0.4636,-0.5139,-0.0524,-0.3381,-0.1058,-0.5859,-1.0096,-0.0273,1.2971,-1.8822,0.3239,-0.909,0
0.4621,-0.5144,-0.0536,-0.3453,-0.1075,-0.5871,-0.9975,-0.0259,1.3255,-1.9297,0.3291,-0.9333,0
0.4608,-0.5148,-0.0548,-0.352,-0.1095,-0.5879,-0.9862,-0.0246,1.3522,-1.9746,0.3339,-0.9563,0
0.4595,-0.5152,-0.0559,-0.3584,-0.1116,-0.5884,-0.9756,-0.0233,1.3771,-2.0167,0.3383,-0.978,0
0.4583,-0.5156,-0.057,-0.3644,-0.1138,-0.5885,-0.9656,-0.022,1.4006,-2.0568,0.3424,-0.9986,0
0.4572,-0.516,-0.058,-0.37,-0.1161,-0.5884,-0.9563,-0.0207,1.4226,-2.0947,0.3461,-1.0182,0
0.4561,-0.5164,-0.0589,-0.3754,-0.1186,-0.5879,-0.9476,-0.0194,1.4434,-2.1305,0.3496,-1.0367,0
0.4551,-0.5167,-0.0598,-0.3804,-0.121,-0.5872,-0.9395,-0.0182,1.4629,-2.1643,0.3528,-1.0542,0
0.4542,-0.517,-0.0606,-0.3852,-0.1235,-0.5864,-0.9319,-0.017,1.4812,-2.1963,0.3557,-1.0708,0
0.4533,-0.5173,-0.0614,-0.3897,-0.1261,-0.5853,-0.9247,-0.0159,1.4984,-2.2264,0.3585,-1.0865,0
0.4524,-0.5176,-0.0621,-0.394,-0.1286,-0.5843,-0.918,-0.0148,1.5145,-2.2549,0.361,-1.1013,0
0.4516,-0.5179,-0.0628,-0.398,-0.1312,-0.5829,-0.9117,-0.0137,1.5298,-2.2818,0.3634,-1.1154,0
0.4509,-0.5182,-0.0635,-0.4018,-0.1338,-0.5813,-0.9059,-0.0126,1.5442,-2.3072,0.3656,-1.1286,0
0.4502,-0.5184,-0.0641,-0.4054,-0.1364,-0.5797,-0.9005,-0.0116,1.5577,-2.3311,0.3677,-1.1411,0
0.4495,-0.5186,-0.0647,-0.4088,-0.139,-0.578,-0.8955,-0.0107,1.5703,-2.3534,0.3696,-1.1527,0
0.4489,-0.5189,-0.0652,-0.4119,-0.1416,-0.5762,-0.8908,-0.0098,1.5823,-2.3747,0.3714,-1.1638,0
0.4483,-0.5191,-0.0657,-0.415,-0.1442,-0.5743,-0.8864,-0.0089,1.5936,-2.3948,0.3731,-1.1743,0
0.4477,-0.5193,-0.0662,-0.4178,-0.1467,-0.5723,-0.8823,-0.008,1.6043,-2.4138,0.3748,-1.1842,0
0.4472,-0.5195,-0.0667,-0.4205,-0.1492,-0.5704,-0.8785,-0.0072,1.6144,-2.4317,0.3763,-1.1936,0
0.4467,-0.5196,-0.0671,-0.423,-0.1517,-0.5683,-0.8749,-0.0065,1.6239,-2.4486,0.3777,-1.2024,0
0.4463,-0.5198,-0.0675,-0.4254,-0.1542,-0.5662,-0.8716,-0.0057,1.6328,-2.4642,0.3791,-1.2105,0
0.4458,-0.5199,-0.0679,-0.4276,-0.1565,-0.5642,-0.8686,-0.005,1.6412,-2.4792,0.3804,-1.2184,0
0.4454,-0.5201,-0.0683,-0.4298,-0.1589,-0.562,-0.8657,-0.0044,1.6493,-2.4934,0.3816,-1.2257,0
0.445,-0.5202,-0.0686,-0.4318,-0.1612,-0.56,-0.8631,-0.0037,1.6568,-2.5067,0.3828,-1.2327,0
0.4446,-0.5204,-0.0689,-0.4336,-0.1634,-0.558,-0.8605,-0.0031,1.6639,-2.5193,0.3839,-1.2393,0
0.4443,-0.5205,-0.0692,-0.4354,-0.1656,-0.556,-0.8582,-0.0025,1.6705,-2.5308,0.3849,-1.2453,0
0.444,-0.5206,-0.0695,-0.4371,-0.1678,-0.5539,-0.8561,-0.002,1.6769,-2.542,0.386,-1.2511,0
0.4437,-0.5207,-0.0698,-0.4387,-0.1699,-0.5518,-0.8542,-0.0015,1.6829,-2.5525,0.3869,-1.2565,0
0.4434,-0.5208,-0.0701,-0.4401,-0.1719,-0.5497,-0.8524,-0.001,1.6886,-2.5624,0.3879,-1.2616,0
0.4431,-0.5209,-0.0703,-0.4416,-0.1739,-0.5478,-0.8507,-0.0005,1.6939,-2.5714,0.3888,-1.2663,0
0.4428,-0.521,-0.0705,-0.4429,-0.1759,-0.5457,-0.8492,-0.0001,1.699,-2.5802,0.3896,-1.2708,0
0.4426,-0.5211,-0.0707,-0.4441,-0.1777,-0.5438,-0.8477,0.0003,1.7038,-2.5884,0.3904,-1.2751,0
0.4423,-0.5211,-0.0709,-0.4453,-0.1796,-0.5418,-0.8464,0.0007,1.7083,-2.5962,0.3912,-1.2791,0
0.4421,-0.5212,-0.0711,-0.4464,-0.1813,-0.5402,-0.8451,0.0011,1.7124,-2.6032,0.3919,-1.2827,0
0.4419,-0.5213,-0.0713,-0.4474,-0.183,-0.5383,-0.844,0.0014,1.7165,-2.6101,0.3926,-1.2862,0
0.4417,-0.5213,-0.0715,-0.4484,-0.1847,-0.5365,-0.843,0.0018,1.7203,-2.6165,0.3933,-1.2895,0
0.4416,-0.5214,-0.0716,-0.4493,-0.1863,-0.5347,-0.842,0.0021,1.7238,-2.6223,0.394,-1.2925,0
0.4414,-0.5214,-0.0718,-0.4502,-0.1879,-0.533,-0.8412,0.0024,1.7272,-2.628,0.3946,-1.2954,0
0.4412,-0.5215,-0.0719,-0.451,-0.1895,-0.5312,-0.8404,0.0027,1.7305,-2.6333,0.3953,-1.2981,0
0.4411,-0.5215,-0.072,-0.4517,-0.1909,-0.5297,-0.8395,0.0029,1.7334,-2.638,0.3958,-1.3005,0
0.4409,-0.5216,-0.0722,-0.4524,-0.1923,-0.5282,-0.8389,0.0032,1.7362,-2.6428,0.3964,-1.3029,0
0.4408,-0.5216,-0.0723,-0.4531,-0.1937,-0.5266,-0.8383,0.0034,1.7388,-2.6469,0.3969,-1.305,0
0.4407,-0.5216,-0.0724,-0.4537,-0.195,-0.525,-0.8378,0.0036,1.7414,-2.651,0.3974,-1.307,0
0.4406,-0.5217,-0.0725,-0.4543,-0.1963,-0.5235,-0.8373,0.0038,1.7438,-2.6549,0.398,-1.309,0
0.4405,-0.5217,-0.0726,-0.4549,-0.1976,-0.522,-0.8368,0.004,1.746,-2.6582,0.3984,-1.3106,0
0.4404,-0.5217,-0.0727,-0.4554,-0.1987,-0.5208,-0.8363,0.0042,1.7481,-2.6616,0.3989,-1.3123,0
0.4403,-0.5218,-0.0728,-0.4559,-0.1999,-0.5194,-0.836,0.0044,1.75,-2.6644,0.3993,-1.3137,0
0.4402,-0.5218,-0.0728,-0.4563,-0.201,-0.5181,-0.8356,0.0045,1.7519,-2.6674,0.3997,-1.3152,0
0.4401,-0.5218,-0.0729,-0.4568,-0.2021,-0.5167,-0.8354,0.0047,1.7536,-2.6698,0.4002,-1.3164,0
0.44,-0.5218,-0.073,-0.4572,-0.2031,-0.5157,-0.835,0.0048,1.7553,-2.6724,0.4005,-1.3177,0
0.44,-0.5218,-0.073,-0.4575,-0.2041,-0.5145,-0.8348,0.005,1.7567,-2.6745,0.4009,-1.3187,0
0.4399,-0.5219,-0.0731,-0.4579,-0.205,-0.5133,-0.8346,0.0051,1.7582,-2.6767,0.4013,-1.3197,0
0.4398,-0.5219,-0.0731,-0.4582,-0.206,-0.5121,-0.8344,0.0052,1.7595,-2.6784,0.4016,-1.3206,0
0.4398,-0.5219,-0.0732,-0.4585,-0.2068,-0.5112,-0.8341,0.0053,1.7608,-2.6804,0.4019,-1.3215,0
0.4397,-0.5219,-0.0732,-0.4588,-0.2076,-0.5102,-0.834,0.0054,1.7619,-2.6818,0.4022,-1.3222,0
0.4397,-0.5219,-0.0733,-0.4591,-0.2085,-0.5091,-0.8339,0.0055,1.7629,-2.6832,0.4025,-1.3228,0
0.4396,-0.5219,-0.0733,-0.4593,-0.2093,-0.508,-0.8339,0.0056,1.764,-2.6846,0.4029,-1.3235,0
0.4396,-0.5219,-0.0733,-0.4596,-0.21,-0.5073,-0.8337,0.0057,1.7649,-2.6857,0.4031,-1.324,0
0.4396,-0.5219,-0.0734,-0.4598,-0.2108,-0.5063,-0.8337,0.0058,1.7657,-2.6867,0.4034,-1.3244,0
0.4395,-0.5219,-0.0734,-0.46,-0.2115,-0.5054,-0.8336,0.0058,1.7666,-2.6879,0.4036,-1.3249,0
0.4395,-0.5219,-0.0734,-0.4602,-0.2122,-0.5044,-0.8337,0.0059,1.7673,-2.6886,0.4039,-1.3252,0
0.4395,-0.5219,-0.0735,-0.4603,-0.2128,-0.5038,-0.8335,0.006,1.7679,-2.6893,0.4041,-1.3255,0
0.4394,-0.5219,-0.0735,-0.4605,-0.2135,-0.5029,-0.8336,0.006,1.7686,-2.6901,0.4044,-1.3259,0
0.4394,-0.5219,-0.0735,-0.4607,-0.2141,-0.5021,-0.8336,0.0061,1.7692,-2.6906,0.4046,-1.326,0
0.4394,-0.5219,-0.0735,-0.4608,-0.2146,-0.5016,-0.8335,0.0061,1.7696,-2.691,0.4047,-1.3262,0
0.4394,-0.5219,-0.0735,-0.4609,-0.2152,-0.5008,-0.8336,0.0062,1.7702,-2.6917,0.405,-1.3264,0
0.4394,-0.5219,-0.0735,-0.461,-0.2158,-0.4999,-0.8337,0.0062,1.7706,-2.6919,0.4052,-1.3265,0
0.4394,-0.5219,-0.0736,-0.4612,-0.2162,-0.4995,-0.8336,0.0062,1.7709,-2.6921,0.4053,-1.3265,0
0.4394,-0.5219,-0.0736,-0.4613,-0.2168,-0.4987,-0.8337,0.0063,1.7712,-2.6922,0.4055,-1.3265,0
0.4393,-0.5219,-0.0736,-0.4613,-0.2172,-0.4983,-0.8336,0.0063,1.7714,-2.6923,0.4056,-1.3265,0
